Date,Title,URL,Commodity,Hedging_Percentage,Speculative_Percentage,Effective_Date,Adjustment_Type,Source_Sentence,Parsing_Method,Confidence,Scraped_At
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Rebar,6,7,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.730804
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Hot-rolled Coil,6,7,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.730858
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Wire Rod,8,9,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.730919
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Stainless Steel,6,7,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731003
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Fuel Oil,10,11,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731052
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Petroleum Asphalt,10,11,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731110
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Butadiene Rubber,10,11,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731173
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Natural Rubber,9,10,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731235
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Pulp,7,8,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731531
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Crude Oil,9,10,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731586
2025-04-25,Notice on Work Arrangements during Labor Day 2025 [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827640.html,Low-sulfur Fuel Oil,9,10,2025-05-06,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of other futures contracts have been restored to their original levels,Reversion_Inference,medium,2025-07-01T19:44:08.731635
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Wire Rod,8,9,2025-01-24,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.731796
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Copper,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.731863
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Aluminum,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732002
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Zinc,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732049
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Lead,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732093
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Nickel,11,12,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732137
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Tin,11,12,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732186
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Alumina,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732238
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Gold,13,14,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732286
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Silver,12,13,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732339
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Rebar,6,7,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732464
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Hot-rolled Coil,6,7,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732507
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Wire Rod,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732693
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Stainless Steel,6,7,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732742
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Fuel Oil,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732789
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Petroleum Asphalt,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732840
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Butadiene Rubber,8,9,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732894
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Natural Rubber,7,8,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.732954
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Pulp,7,8,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.733010
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Crude Oil,9,10,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.733065
2025-01-22,Notice on Work Arrangements during the 2025 Spring Festival [INFERRED REVERSION],https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824396.html,Low-sulfur Fuel Oil,9,10,2025-02-05,reverted_to_original,Inferred from reversion notice: The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Reversion_Inference,medium,2025-07-01T19:44:08.733119
