Date,Title,URL,Commodity,Entry_Type,Announcement_Type,Hedging_Percentage,Speculative_Percentage,Effective_Date,Adjustment_Type,Operation_Type,Operation_Description,Affected_Parties,Source_Sentence,Parsing_Method,Confidence,Scraped_At,Interest_Score,Interest_Details,Detected_Commodities,Batch_Number
2025-05-22,Notice on Adjusting the Transaction Fees of Alumina Futures Contracts,https://www.shfe.com.cn/publicnotice/notice/202505/t20250522_827824.html,alumina,operational_data,contract_modification,,,2025-05-26,adjusted_to,contract_modification,"The transaction fee for alumina futures AO2509 contracts is adjusted to 0.03% of the transaction amount, and the transaction fee for closing positions within the day is adjusted to 0.03% of the transa",,"The transaction fee for alumina futures AO2509 contracts is adjusted to 0.03% of the transaction amount, and the transaction fee for closing positions within the day is adjusted to 0.03% of the transa",Gemini_Enhanced,high,2025-06-26T07:39:24.085810,8,general_commodities:3; trading_operations:1; recent_year:2025,,3
2025-05-21,"Announcement on the approval of Guangzhou Port Logistics Co., Ltd. to become our rebar futures delivery warehouse",https://www.shfe.com.cn/publicnotice/notice/202505/t20250521_827813.html,rebar,operational_data,warehouse_operations,,,2025-05-21,increased,warehouse_capacity,"Guangzhou Port Logistics Co., Ltd. approved as new delivery warehouse with 21,000 tons capacity, no regional premium/discount.","Guangzhou Port Logistics Co., Ltd.","Agree that Guangzhou Port Logistics Co., Ltd. will become our rebar futures delivery warehouse. The storage point address is No. 400 , Gangqian Road, Huangpu District, Guangzhou City, Guangdong Provin",Gemini_Enhanced,high,2025-06-26T07:39:41.904562,7,general_commodities:2; trading_operations:2; recent_year:2025,,3
2025-05-16,Shanghai International Energy Exchange Releases Public Comments on the Shanghai International Energy Exchange Low Sulfur Fuel Oil Futures Standard Contract (Revised Version),https://www.shfe.com.cn/publicnotice/notice/202505/t20250516_827779.html,low sulfur fuel oil,operational_data,contract_modification,,,2025-05-23,adjusted_to,contract_modification,The Shanghai International Energy Exchange intends to revise the Shanghai International Energy Exchange Low Sulfur Fuel Oil Futures Standard Contract and is now soliciting public opinions.,,"In accordance with the Futures and Derivatives Law of the People's Republic of China, the Futures Trading Management Regulations, the Futures Exchange Management Measures and other relevant laws, regu",Gemini_Enhanced,high,2025-06-26T07:39:49.999361,7,general_commodities:2; official_exchange_announcement; recent_year:2025,,3
2025-05-06,"Shanghai International Energy Exchange issued an announcement on approving Shandong Zhongchu International Logistics Co., Ltd. to increase the storage capacity of No. 20 rubber futures",https://www.shfe.com.cn/publicnotice/notice/202505/t20250506_827688.html,No. 20 rubber,operational_data,warehouse_operations,,,2025-05-06,increased,warehouse_capacity,"Agree to increase the storage capacity of the No. 20 rubber futures delivery warehouses of Shandong Zhongchu International Logistics Co., Ltd. located at No. 1 Warehouse and No. 2 Warehouse , No. 68 ,","Shandong Zhongchu International Logistics Co., Ltd.","Agree to increase the storage capacity of the No. 20 rubber futures delivery warehouses of Shandong Zhongchu International Logistics Co., Ltd. located at No. 1 Warehouse and No. 2 Warehouse , No. 68 ,",Gemini_Enhanced,high,2025-06-26T07:40:29.309662,10,rubber_announcement; trading_operations:2; official_exchange_announcement; recent_year:2025,rubber,3
2025-04-29,"Announcement on Approval of Registration of ""Hu Zinc"" Brand Gold Ingots of Huludao Zinc Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202504/t20250429_827666.html,gold,operational_data,other,,,2025-04-29,increased,delivery_operations,"The ""Huludao Zinc"" brand gold ingots produced by Huludao Zinc Co., Ltd. are approved for registration and can be used for the performance and delivery of gold futures contracts.","Huludao Zinc Co., Ltd.","From the date of this announcement, the above-mentioned products can be used for the performance and delivery of our gold futures contracts.",Gemini_Enhanced,high,2025-06-26T07:40:38.156576,5,general_commodities:2; recent_year:2025,,3
2025-04-29,"Announcement on the approval of Henan Jiyuan Iron and Steel (Group) Co., Ltd. and Shanxi Jingang Intelligent Manufacturing Technology Industry Co., Ltd. to change the packaging standards of rebar products",https://www.shfe.com.cn/publicnotice/notice/202504/t20250429_827665.html,rebar,operational_data,quality_standards,,,2025-04-29,adjusted_to,quality_change,"Change in packaging standards for rebar products from Henan Jiyuan Iron and Steel (Group) Co., Ltd. (""Guotai"" brand) and Shanxi Jingang Intelligent Manufacturing Technology Industry Co., Ltd. (""Xingji","Henan Jiyuan Iron and Steel (Group) Co., Ltd.; Shanxi Jingang Intelligent Manufacturing Technology Industry Co., Ltd.","Agree to Henan Jiyuan Iron and Steel (Group) Co., Ltd. and Shanxi Jingang Intelligent Manufacturing Technology Industry Co., Ltd. to change the rebar packaging standards",Gemini_Enhanced,high,2025-06-26T07:40:49.184287,5,general_commodities:2; recent_year:2025,,3
2025-04-28,"Announcement on Approval of Hainan Hesheng Rubber Technology Co., Ltd. to Change the Name and Product Logo of ""Jiashu Rubber"" Brand Natural Rubber Production Enterprise",https://www.shfe.com.cn/publicnotice/notice/202504/t20250428_827653.html,natural_rubber,operational_data,quality_standards,,,2025-05-01,adjusted_to,quality_change,"Change in product logo for ""Jiashu Rubber"" brand natural rubber.","Hainan Hesheng Rubber Technology Co., Ltd.; Jinghong Rubber Factory of Yunnan Hesheng Rubber Technology Co., Ltd.; Mantang Rubber Factory of Yunnan Hesheng Rubber Technology Co., Ltd.; Menglong Rubber Factory of Yunnan Hesheng Rubber Technology Co., Ltd.; Mengrun Rubber Factory of Yunnan Hesheng Rubber Technology Co., Ltd.","Agree to change the product logo of "" Jiashu Rubber "" brand natural rubber produced by Hainan Hesheng Rubber Technology Co., Ltd.'s subsidiaries .",Gemini_Enhanced,high,2025-06-26T07:40:59.618378,6,rubber_announcement; recent_year:2025,rubber,3
2025-04-28,"Announcement on Approval of Hainan Hesheng Rubber Technology Co., Ltd. to Change the Name and Product Logo of ""Jiashu Rubber"" Brand Natural Rubber Production Enterprise",https://www.shfe.com.cn/publicnotice/notice/202504/t20250428_827653.html,natural_rubber,operational_data,quality_standards,,,2025-10-01,remains_at,quality_change,Natural rubber with original labeling can be put into storage and generate standard warehouse receipts before this date.,"Hainan Hesheng Rubber Technology Co., Ltd.","""Jiashu Rubber"" brand natural rubber with original labeling by subsidiaries of Hainan Hesheng Rubber Technology Co., Ltd. before (not included ) May 1, 2025 can be put into storage and generate standa",Gemini_Enhanced,high,2025-06-26T07:40:59.618412,6,rubber_announcement; recent_year:2025,rubber,3
2025-04-25,Shanghai International Energy Exchange issued a notice on the work arrangements during the Labor Day in 2025,https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827639.html,copper,margin_data,margin_adjustment,0.11,0.12,2025-04-29,adjusted_to,,,,"The price limit of international copper futures contracts was adjusted to 10% , the margin ratio for hedging transactions was adjusted to 11% , and the margin ratio for speculative transactions was ad",Gemini_Enhanced,high,2025-06-26T07:41:27.950994,3,official_exchange_announcement; recent_year:2025,,4
2025-04-25,Shanghai International Energy Exchange issued a notice on the work arrangements during the Labor Day in 2025,https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827639.html,No. 20 rubber,margin_data,margin_adjustment,0.12,0.13,2025-04-29,adjusted_to,,,,"The price limit of No. 20 rubber futures contract was adjusted to 11% , the margin ratio for hedging transactions was adjusted to 12% , and the margin ratio for speculative transactions was adjusted t",Gemini_Enhanced,high,2025-06-26T07:41:27.951016,3,official_exchange_announcement; recent_year:2025,,4
2025-04-25,Shanghai International Energy Exchange issued a notice on the work arrangements during the Labor Day in 2025,https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827639.html,crude oil,margin_data,margin_adjustment,0.13,0.14,2025-04-29,adjusted_to,,,,"The price limits for crude oil and low-sulfur fuel oil futures contracts are adjusted to 12% , the margin ratio for hedging transactions is adjusted to 13% , and the margin ratio for speculative trans",Gemini_Enhanced,high,2025-06-26T07:41:27.951024,3,official_exchange_announcement; recent_year:2025,,4
2025-04-25,Shanghai International Energy Exchange issued a notice on the work arrangements during the Labor Day in 2025,https://www.shfe.com.cn/publicnotice/notice/202504/t20250425_827639.html,low-sulfur fuel oil,margin_data,margin_adjustment,0.13,0.14,2025-04-29,adjusted_to,,,,"The price limits for crude oil and low-sulfur fuel oil futures contracts are adjusted to 12% , the margin ratio for hedging transactions is adjusted to 13% , and the margin ratio for speculative trans",Gemini_Enhanced,high,2025-06-26T07:41:27.951030,3,official_exchange_announcement; recent_year:2025,,4
2025-04-21,"Announcement on Approval of Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. to Change the Label and Packaging Standards of Rebar Products",https://www.shfe.com.cn/publicnotice/notice/202504/t20250421_827599.html,rebar,operational_data,quality_standards,,,2025-04-21,adjusted_to,quality_change,"Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. is approved to change the product label and packaging standards of ""Yaxin Longshun"" brand rebar. Products with new labels/packaging can generate s","Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.","Agree to Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. to change the product label and packaging standards of ""Yaxin Longshun"" brand rebar.",Gemini_Enhanced,high,2025-06-26T07:41:46.134676,5,general_commodities:2; recent_year:2025,,4
2025-04-21,"Announcement on the approval of the registration of ""HBAF"" brand hot-rolled coils of Hebei Anfeng Steel Group Co., Ltd. in our institute",https://www.shfe.com.cn/publicnotice/notice/202504/t20250421_827598.html,hot_rolled_coil,operational_data,other,,,2025-04-21,increased,brand_registration,"HBAF brand hot-rolled coil products from Hebei Anfeng Iron and Steel Group Co., Ltd. are now registered and approved for delivery of SHFE hot-rolled coil futures contracts.","Hebei Anfeng Iron and Steel Group Co., Ltd.","Agree to register the “ HBAF ” brand hot-rolled coil products of Hebei Anfeng Iron and Steel Group Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:41:54.713943,3,general_commodities:1; recent_year:2025,,4
2025-04-17,"Announcement on Approval of Registration of “Zhaojin” Brand Silver Ingots of Shandong Zhaojin Gold and Silver Refining Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202504/t20250417_827572.html,silver,operational_data,other,,,2025-04-17,increased,brand_registration,"Approval of ""Zhaojin"" brand silver ingots produced by Shandong Zhaojin Gold and Silver Refining Co., Ltd. for delivery of silver futures contracts.","Shandong Zhaojin Gold and Silver Refining Co., Ltd.","From the date of this announcement, the above-mentioned products can be used for the performance and delivery of our silver futures contracts.",Gemini_Enhanced,high,2025-06-26T07:42:12.614771,5,general_commodities:2; recent_year:2025,,4
2025-04-17,"Announcement on the approval of the registration of ""Zhongxin"" brand rebar of Zhongxin Steel Group Co., Ltd. in our institute",https://www.shfe.com.cn/publicnotice/notice/202504/t20250417_827571.html,rebar,operational_data,other,,,2025-04-17,increased,brand_registration,"Approval of ""Zhongxin (graphic trademark)"" brand rebar products from Zhongxin Steel Group Co., Ltd. for delivery of rebar futures contracts.","Zhongxin Steel Group Co., Ltd.","We agree to register the “Zhongxin (graphic trademark)” brand rebar products of Zhongxin Steel Group Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:42:22.197054,5,general_commodities:2; recent_year:2025,,4
2025-04-16,"Announcement on the approval of Henan Shenhuo Coal and Electricity Co., Ltd., Qinghai Baihe Aluminum Co., Ltd. and other four registered companies to change their product logos",https://www.shfe.com.cn/publicnotice/notice/202504/t20250416_827569.html,aluminum,operational_data,other,,,2025-04-16,adjusted_to,quality_change,"Agree to change the product identification of ""Rugu"" brand aluminum ingots produced by Henan Shenhuo Coal and Electricity Co., Ltd., "" BHL "" brand aluminum ingots produced by Qinghai Baihe Aluminum Co","Henan Shenhuo Coal and Electricity Co., Ltd.; Qinghai Baihe Aluminum Co., Ltd.; Qinghai Qiaotou Aluminum and Electricity Co., Ltd.","Agree to change the product identification of ""Rugu"" brand aluminum ingots produced by Henan Shenhuo Coal and Electricity Co., Ltd., "" BHL "" brand aluminum ingots produced by Qinghai Baihe Aluminum Co",Gemini_Enhanced,high,2025-06-26T07:42:33.208418,3,general_commodities:1; recent_year:2025,,4
2025-04-16,"Announcement on the approval of Henan Shenhuo Coal and Electricity Co., Ltd., Qinghai Baihe Aluminum Co., Ltd. and other four registered companies to change their product logos",https://www.shfe.com.cn/publicnotice/notice/202504/t20250416_827569.html,copper,operational_data,other,,,2025-04-16,adjusted_to,quality_change,"Agree to change the product identification of "" JNMC "" brand cathode copper produced by Guangxi Jinchuan Nonferrous Metals Co., Ltd.","Guangxi Jinchuan Nonferrous Metals Co., Ltd.","Agree to change the product identification of "" JNMC "" brand cathode copper produced by Guangxi Jinchuan Nonferrous Metals Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:42:33.208468,3,general_commodities:1; recent_year:2025,,4
2025-04-15,"Announcement on the approval of the registration of ""Hanhe"" brand tin ingots of Guangdong Hanhe Nonferrous Metals Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202504/t20250415_827554.html,tin,operational_data,other,,,2025-04-15,adjusted_to,quality_change,"Agree to register the ""Hanhe"" brand tin ingots (Sn99.90AA) produced by Guangdong Hanhe Nonferrous Metals Co., Ltd. with a registered production capacity of 10,000 tons and the implementation of the st","Guangdong Hanhe Nonferrous Metals Co., Ltd.","Agree to register the ""Hanhe"" brand tin ingots (Sn99.90AA) produced by Guangdong Hanhe Nonferrous Metals Co., Ltd. in our institute, with a registered production capacity of 10,000 tons and the implem",Gemini_Enhanced,high,2025-06-26T07:42:42.739160,3,general_commodities:1; recent_year:2025,,4
2025-04-10,Notice on Adjusting the Margin Ratio and Price Limits of Butadiene Rubber Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202504/t20250410_825018.html,butadiene_rubber,margin_data,margin_adjustment,0.1,0.11,2025-04-11,adjusted_to,,,,"The price limit of butadiene rubber futures contracts was adjusted to 9% , the margin ratio for hedging transactions was adjusted to 10% , and the margin ratio for speculative transactions was adjuste",Gemini_Enhanced,high,2025-06-26T07:42:50.657339,32,margin_adjustment_primary; rubber_announcement; trading_operations:1; recent_year:2025,rubber,4
2025-04-10,Shanghai International Energy Exchange issued a notice on adjusting the margin ratio and price limit of No. 20 rubber futures trading,https://www.shfe.com.cn/publicnotice/notice/202504/t20250410_825017.html,No. 20 rubber,margin_data,margin_adjustment,0.09,0.1,2025-04-11,adjusted_to,,,,"The price limit of No. 20 rubber futures contract was adjusted to 8% , the margin ratio for hedging transactions was adjusted to 9% , and the margin ratio for speculative transactions was adjusted to ",Gemini_Enhanced,high,2025-06-26T07:42:59.235128,9,rubber_announcement; trading_operations:1; official_exchange_announcement; recent_year:2025,rubber,4
2025-04-09,Shanghai International Energy Exchange issued a notice on adjusting the margin ratio and price limit range of crude oil and other futures transactions,https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_825002.html,crude_oil,margin_data,margin_adjustment,0.1,0.11,2025-04-10,adjusted_to,,,,"The price limits for crude oil and low-sulfur fuel oil futures contracts were adjusted to 9% , the margin ratio for hedging transactions was adjusted to 10% , and the margin ratio for speculative tran",Gemini_Enhanced,high,2025-06-26T07:43:19.066513,10,petroleum_announcement; trading_operations:1; official_exchange_announcement; recent_year:2025,petroleum,4
2025-04-09,Shanghai International Energy Exchange issued a notice on adjusting the margin ratio and price limit range of crude oil and other futures transactions,https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_825002.html,low_sulfur_fuel_oil,margin_data,margin_adjustment,0.1,0.11,2025-04-10,adjusted_to,,,,"The price limits for crude oil and low-sulfur fuel oil futures contracts were adjusted to 9% , the margin ratio for hedging transactions was adjusted to 10% , and the margin ratio for speculative tran",Gemini_Enhanced,high,2025-06-26T07:43:19.066549,10,petroleum_announcement; trading_operations:1; official_exchange_announcement; recent_year:2025,petroleum,4
2025-04-09,Announcement on restricting opening positions for some customers,https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_824999.html,hot rolled coil,operational_data,other,,,2025-04-09,suspended,position_limit,"The account group of ×× Company ( 01122901 ) (account group number : B0003638 ) exceeded the limit of opening positions in the hot-rolled coil futures ( HC ) 2510 contract for the first time, reaching",×× Company,"On April 9, 2025 , the account group of ×× Company ( 01122901 ) (account group number : B0003638 ) exceeded the limit of opening positions in the hot-rolled coil futures ( HC ) 2510 contract for the f",Gemini_Enhanced,high,2025-06-26T07:43:28.698943,3,general_commodities:1; recent_year:2025,,4
2025-04-09,"Announcement on Soliciting Public Opinions on the Revision of the Shanghai Futures Exchange's Gold, Natural Rubber and Bleached Kraft Softwood Pulp Futures Business Rules",https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_824987.html,gold,operational_data,contract_modification,,,2025-04-16,adjusted_to,contract_modification,Revision of the Shanghai Futures Exchange Gold Futures Business Rules,,The Shanghai Futures Exchange plans to revise the Shanghai Futures Exchange Gold Futures Business Rules,Gemini_Enhanced,high,2025-06-26T07:43:45.597924,8,rubber_announcement; official_exchange_announcement; recent_year:2025,rubber,4
2025-04-09,"Announcement on Soliciting Public Opinions on the Revision of the Shanghai Futures Exchange's Gold, Natural Rubber and Bleached Kraft Softwood Pulp Futures Business Rules",https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_824987.html,natural_rubber,operational_data,contract_modification,,,2025-04-16,adjusted_to,contract_modification,Revision of the Shanghai Futures Exchange Natural Rubber Futures Business Rules,,the Shanghai Futures Exchange Natural Rubber Futures Business Rules,Gemini_Enhanced,high,2025-06-26T07:43:45.597936,8,rubber_announcement; official_exchange_announcement; recent_year:2025,rubber,4
2025-04-09,"Announcement on Soliciting Public Opinions on the Revision of the Shanghai Futures Exchange's Gold, Natural Rubber and Bleached Kraft Softwood Pulp Futures Business Rules",https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_824987.html,pulp,operational_data,contract_modification,,,2025-04-16,adjusted_to,contract_modification,Revision of the Shanghai Futures Exchange Bleached Kraft Coniferous Pulp Futures Business Rules,,the Shanghai Futures Exchange Bleached Kraft Coniferous Pulp Futures Business Rules,Gemini_Enhanced,high,2025-06-26T07:43:45.597940,8,rubber_announcement; official_exchange_announcement; recent_year:2025,rubber,4
2025-04-09,Shanghai International Energy Exchange Releases Announcement on Public Comments on Revision of Shanghai International Energy Exchange Delivery Rules,https://www.shfe.com.cn/publicnotice/notice/202504/t20250409_824986.html,,operational_data,other,,,2025-04-16,,soliciting_opinions,"Soliciting public opinions on the revision of the ""Shanghai International Energy Exchange Delivery Rules""",,"The Shanghai International Energy Exchange issued an announcement on soliciting public opinions on the revision of the ""Shanghai International Energy Exchange Delivery Rules""",Gemini_Enhanced,high,2025-06-26T07:43:59.754727,4,trading_operations:1; official_exchange_announcement; recent_year:2025,,5
2025-04-07,Shanghai International Energy Exchange issued a notice on market risk control,https://www.shfe.com.cn/publicnotice/notice/202504/t20250407_824973.html,,operational_data,other,,,2025-04-07,,risk_control,"Notice on market risk control due to recent international situation and market volatility. All relevant units are requested to do a good job in risk prevention, invest rationally, and jointly maintain",,"The recent international situation is complex and changeable, and the market is volatile. All relevant units are requested to do a good job in risk prevention, invest rationally, and jointly maintain ",Gemini_Enhanced,high,2025-06-26T07:44:09.480452,3,official_exchange_announcement; recent_year:2025,,5
2025-04-01,Notice on Adjusting the Handling Fees for Alumina Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202504/t20250401_824937.html,alumina,margin_data,other,0.0001,0.0001,2025-04-08,adjusted_to,,,,"The transaction fee for alumina futures is adjusted to one ten-thousandth of the transaction amount, and the transaction fee for closing today's position within the day is adjusted to one ten-thousand",Gemini_Enhanced,high,2025-06-26T07:44:16.949320,8,general_commodities:3; trading_operations:1; recent_year:2025,,5
2025-04-01,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Qingming Festival,https://www.shfe.com.cn/publicnotice/notice/202504/t20250401_824934.html,,operational_data,other,,,2025-04-03,suspended,trading_suspension,No night trading.,,"There will be no night trading on the evening of April 3 , 2025 ( Thursday).",Gemini_Enhanced,high,2025-06-26T07:44:28.978617,3,official_exchange_announcement; recent_year:2025,,5
2025-04-01,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Qingming Festival,https://www.shfe.com.cn/publicnotice/notice/202504/t20250401_824934.html,,operational_data,other,,,2025-04-04,suspended,trading_suspension,Market closed for Qingming Festival.,,"Closed from April 4 , 2025 (Friday) to April 6 , 2025 (Sunday).",Gemini_Enhanced,high,2025-06-26T07:44:28.978669,3,official_exchange_announcement; recent_year:2025,,5
2025-04-01,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Qingming Festival,https://www.shfe.com.cn/publicnotice/notice/202504/t20250401_824934.html,,operational_data,other,,,2025-04-06,suspended,trading_suspension,Market closed for Qingming Festival.,,"Closed from April 4 , 2025 (Friday) to April 6 , 2025 (Sunday).",Gemini_Enhanced,high,2025-06-26T07:44:28.978694,3,official_exchange_announcement; recent_year:2025,,5
2025-04-01,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Qingming Festival,https://www.shfe.com.cn/publicnotice/notice/202504/t20250401_824934.html,,operational_data,other,,,2025-04-07,resumed,trading_resumption,"Call auction from 08:55 to 09:00, night trading resumes.",,"On April 7, 2025 ( Monday), all futures and options contracts will be subject to call auction from 08:55 to 09:00 , and night trading will resume that evening.",Gemini_Enhanced,high,2025-06-26T07:44:28.978713,3,official_exchange_announcement; recent_year:2025,,5
2025-03-31,Notice on Adjusting the Transaction Fees of Tin Futures Contracts,https://www.shfe.com.cn/publicnotice/notice/202503/t20250331_824920.html,tin,operational_data,contract_modification,,,2025-04-02,adjusted_to,contract_modification,"The transaction fee for closing intraday positions of tin futures SN2504, SN2505 and SN2506 contracts has been adjusted to RMB 15 per lot.",,"The transaction fee for closing intraday positions of tin futures SN2504 , SN2505 and SN2506 contracts has been adjusted to RMB 15 per lot.",Gemini_Enhanced,high,2025-06-26T07:44:44.846594,6,general_commodities:2; trading_operations:1; recent_year:2025,,5
2025-03-27,"Announcement on the approval of Changzhou Rongda Modern Logistics Co., Ltd. to adjust the approved storage capacity of copper and aluminum",https://www.shfe.com.cn/publicnotice/notice/202503/t20250328_824902.html,copper,operational_data,warehouse_operations,,,2025-03-27,increased,warehouse_capacity,"Agree to Changzhou Rongda Modern Logistics Co., Ltd. to adjust the storage capacity, increase the approved copper storage capacity at the storage point No. 298, Yunhe Road, Zhonglou District, Changzho","Changzhou Rongda Modern Logistics Co., Ltd.","Agree to Changzhou Rongda Modern Logistics Co., Ltd. to adjust the storage capacity, increase the approved copper storage capacity at the storage point No. 298, Yunhe Road, Zhonglou District, Changzho",Gemini_Enhanced,high,2025-06-26T07:44:55.047646,7,general_commodities:2; trading_operations:2; recent_year:2025,,5
2025-03-27,"Announcement on the approval of Changzhou Rongda Modern Logistics Co., Ltd. to adjust the approved storage capacity of copper and aluminum",https://www.shfe.com.cn/publicnotice/notice/202503/t20250328_824902.html,aluminum,operational_data,warehouse_operations,,,2025-03-27,increased,warehouse_capacity,"Agree to Changzhou Rongda Modern Logistics Co., Ltd. to adjust the storage capacity and reduce the approved aluminum storage capacity from 50,000 tons to 30,000 tons.","Changzhou Rongda Modern Logistics Co., Ltd.","Agree to Changzhou Rongda Modern Logistics Co., Ltd. to adjust the storage capacity and reduce the approved aluminum storage capacity from 50,000 tons to 30,000 tons.",Gemini_Enhanced,high,2025-06-26T07:44:55.047659,7,general_commodities:2; trading_operations:2; recent_year:2025,,5
2025-03-18,"Announcement on the approval of Jiangxi National Reserve Logistics Co., Ltd. to change the house number of the copper futures storage point",https://www.shfe.com.cn/publicnotice/notice/202503/t20250318_824836.html,copper,operational_data,warehouse_operations,,,2025-03-18,remains_at,warehouse_capacity,"Change the house number of the copper futures storage point. The total approved storage capacity for copper futures remains unchanged at 3,000 tons.","Jiangxi National Reserve Logistics Co., Ltd.","Agree to the application of Jiangxi National Reserve Logistics Co., Ltd. to change the house number of the copper futures storage point; From the date of the announcement, the address of the copper fu",Gemini_Enhanced,high,2025-06-26T07:45:04.530534,6,general_commodities:2; trading_operations:1; recent_year:2025,,5
2025-03-17,"Shanghai International Energy Exchange issued an announcement approving the name change of Qingdao Zhenhua Oil Storage Co., Ltd. to Qingdao Huagang Oil Storage Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824821.html,No. 20 rubber,operational_data,warehouse_operations,,,2025-03-17,increased,warehouse_capacity,"Qingdao Zhenhua Oil Storage Co., Ltd. renamed to Qingdao Huagang Oil Storage Co., Ltd.  Inheritance of rights and obligations regarding the delivery warehouse.","Qingdao Zhenhua Oil Storage Co., Ltd.; Qingdao Huagang Oil Storage Co., Ltd.","Agree that Qingdao Zhenhua Oil Storage Co., Ltd. will be renamed Qingdao Huagang Oil Storage Co., Ltd. in our center.",Gemini_Enhanced,high,2025-06-26T07:45:13.106399,4,trading_operations:1; official_exchange_announcement; recent_year:2025,,5
2025-03-17,"Announcement on Restoring the Qualification of Designated Inspection Agency for Nonferrous Futures Products of China Certification and Inspection Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824819.html,copper,operational_data,other,,,2025-03-17,restored_to_original,quality_change,"China Certification & Inspection Group Inspection Co., Ltd. resumes its qualification as a designated inspection agency for copper futures.","China Certification & Inspection Group Inspection Co., Ltd.","Agree to China Certification & Inspection Group Inspection Co., Ltd. to resume its qualification as a designated inspection agency for copper, aluminum, lead, zinc, nickel and tin futures products in ",Gemini_Enhanced,high,2025-06-26T07:45:28.977333,3,general_commodities:1; recent_year:2025,,5
2025-03-17,"Announcement on Restoring the Qualification of Designated Inspection Agency for Nonferrous Futures Products of China Certification and Inspection Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824819.html,aluminum,operational_data,other,,,2025-03-17,restored_to_original,quality_change,"China Certification & Inspection Group Inspection Co., Ltd. resumes its qualification as a designated inspection agency for aluminum futures.","China Certification & Inspection Group Inspection Co., Ltd.","Agree to China Certification & Inspection Group Inspection Co., Ltd. to resume its qualification as a designated inspection agency for copper, aluminum, lead, zinc, nickel and tin futures products in ",Gemini_Enhanced,high,2025-06-26T07:45:28.977365,3,general_commodities:1; recent_year:2025,,5
2025-03-17,"Announcement on Restoring the Qualification of Designated Inspection Agency for Nonferrous Futures Products of China Certification and Inspection Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824819.html,lead,operational_data,other,,,2025-03-17,restored_to_original,quality_change,"China Certification & Inspection Group Inspection Co., Ltd. resumes its qualification as a designated inspection agency for lead futures.","China Certification & Inspection Group Inspection Co., Ltd.","Agree to China Certification & Inspection Group Inspection Co., Ltd. to resume its qualification as a designated inspection agency for copper, aluminum, lead, zinc, nickel and tin futures products in ",Gemini_Enhanced,high,2025-06-26T07:45:28.977377,3,general_commodities:1; recent_year:2025,,5
2025-03-17,"Announcement on Restoring the Qualification of Designated Inspection Agency for Nonferrous Futures Products of China Certification and Inspection Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824819.html,zinc,operational_data,other,,,2025-03-17,restored_to_original,quality_change,"China Certification & Inspection Group Inspection Co., Ltd. resumes its qualification as a designated inspection agency for zinc futures.","China Certification & Inspection Group Inspection Co., Ltd.","Agree to China Certification & Inspection Group Inspection Co., Ltd. to resume its qualification as a designated inspection agency for copper, aluminum, lead, zinc, nickel and tin futures products in ",Gemini_Enhanced,high,2025-06-26T07:45:28.977385,3,general_commodities:1; recent_year:2025,,5
2025-03-17,"Announcement on Restoring the Qualification of Designated Inspection Agency for Nonferrous Futures Products of China Certification and Inspection Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824819.html,nickel,operational_data,other,,,2025-03-17,restored_to_original,quality_change,"China Certification & Inspection Group Inspection Co., Ltd. resumes its qualification as a designated inspection agency for nickel futures.","China Certification & Inspection Group Inspection Co., Ltd.","Agree to China Certification & Inspection Group Inspection Co., Ltd. to resume its qualification as a designated inspection agency for copper, aluminum, lead, zinc, nickel and tin futures products in ",Gemini_Enhanced,high,2025-06-26T07:45:28.977393,3,general_commodities:1; recent_year:2025,,5
